Species	X421	X422	X423	X424	X425	X426	X427	X428	X429	X430	X431	X432	X433	X434	X435	X436	X437	X438	X439	X440	X441	X442	X443	X444	X445	X446	X447	X448	X449	X450	X451	X452	X453	X454	X455	X456	X457	X458	X459	X460	X461	X462	X463	X464	X465	X466	X467	X468	X469	X470	X471	X472	X473	X474	X475	X476	X477	X478	X479	X480	X481	X482	X483	X484	X485	X486	X487	X488	X489	X490	X797	X798	X799	X800	X801	X802	X803	X804	X805	X806	X807	X808	X809	X810	X811	X812	X813	X814	X815	X816	X817	X818	X819	X820	X821	X822	X823	X824	X825	X826	X827	X828	X829	X830	X831	X832	X833	X834	X835	X836	X837	X838	X839	X840	X841	X842	X843	X844	X845	X846	X847	X848	X849	X850	X851	X852	X853	X854	X855	X856	X857	X858	X859	X860	X861	X862	X863	X864	X865	X866
No_ZIKV	0	0.679673374	0	0	0	1.012488355	0	0	0	1.017139524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.224775159	0	0	0	0	0	0	0	0.865725981	0	0	0	0.111197665	0.373992754	0	0	0	0	0	0.061978898	0	0	0	1.106256601	0	0	0	1.777320187	0	0	0	0	0	0	0	0.600727452	0	0	0	1.915877294	0	0	0	0	0.098569825	0	0.003287426	0.240431697	0	0	0.842102921	0	0	0.109310789	0	0	0	1.617783858	0	0	0	0.248631225	0	0	0	0	0	0	0	2.796375771	0	0	0	0.542305429	0	0	0	2.111907043	0	0	0	2.473748645	0	2.532049675	1.144322135	0	0	1.015826952	1.166290628	0	0	0.90027903	0.508805631	0	0	0.895613413	0.812273128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
No_ZIKV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.040430753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.292123566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.677511573	0	0	0	0	0	0	0	0.285057553	0	0	0.538141367	0	0	0	0	0	0	0.591599116	0	0	0	0.279005548	0	0	0	0	0	0	0	1.022877508	0	0	0	0.194460865	0	0	0	0.613219024	0	0	0	0.815412155	0	0	0.018494393	0	0	0	0.591355502	0	0	0	0.181044584	0	0	0	0	0	0	0	0.508346922	0	0	0.070930012	0.314246959	0	0	0	0.314390328	0	0	0
No_ZIKV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.140623765	0	0	0	0.111415825	1.396882243	0	0	0	0	0	0	0	0.644305834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.251525088	0	0	0	0	0	0	0	0.124619617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.108423465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.615194448	0	0.390858159	0
No_ZIKV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005559843	0	0	0.064994234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.020229722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
No_ZIKV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.158698538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
No_ZIKV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.071971948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.201138152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
No_ZIKV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.433278551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
No_ZIKV	2.717078788	0.005252366	0.244423149	1.681684774	1.246602264	0	0.812522756	2.018221657	1.757719928	0	0.766049086	1.431091171	1.078696374	0	0	0	0.459121214	0	0	0	0.018226633	0.073533452	0	0.698519937	2.270087962	1.217733466	0	0.411458567	0	0	0.100377979	0	0.010074572	0	0.004360656	0	0	0	0	0	0	0	0	0.152034981	0	0.19757655	0.116530503	0	0.220875908	0.577003893	0.161030667	0.435582057	0	0.334144573	0.695896578	0	0	0.064601902	2.923806472	0.018027916	0	0	0.490323572	0	0.17392842	0.031477762	0.572660035	0.876936416	0.044026719	1.281939445	0	0	0	0	0	0	0	0	0.292962398	0.031832963	0.404315922	0	1.253655754	2.172499806	0.72327946	0	0.185039811	0.330230897	0.252409259	0	0.649706458	2.403525305	0	0	0	0	0	0	0	0.055382157	0.086421984	0	0	0	0.046759058	0	0.012670545	0.684113652	0	0	0.641008322	0	0	0	0	0	0	0	0.065032539	0	0	0	0	0	0	0	0	0.038172458	0	0	0	0.145237282	0	0	0	0	0	0	0	0
No_ZIKV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
No_ZIKV	0	0	0	0	0	0.045640134	0	0	0	0.1223368	0	0	0	0	0	0	0	0	0	0	0	0	0	0.407137425	0.79049504	0.091459433	0.715497367	0.105862053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.619294385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.29192382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.079260276	0	0	0	0	0	0	0	0	0	0	0.0395921	0	0	0	0	0	0	0	0.019772002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
